ID,ProdID,Rating,Name,Brand,ImageURL,ProductRating,ReviewCount,Tags
1,18,2.7,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69 HD Display with 550 NITS & 70%...",boAt,/kaggle/working/images/1039.jpg,1,4954,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69 HD Display with 550 NITS & 70%... boAt"
1,32,2.2,SanDisk Cruzer Blade 32GB USB Flash Drive,SanDisk,/kaggle/working/images/1053.jpg,3,516,SanDisk Cruzer Blade 32GB USB Flash Drive SanDisk
1,2022,3.0,"Oppo F21s Pro 5G (Starlight Black, 8GB RAM, 128 Storage) with No Cost EMI/Additional Exchange Offers",Oppo,/kaggle/working/images/4737.jpg,5,3112,"Oppo F21s Pro 5G (Starlight Black, 8GB RAM, 128 Storage) with No Cost EMI/Additional Exchange Offers Oppo"
1,247,1.4,"SanDisk Ultra Dual Drive Go usb3.0 Type C Pendrive for Mobile (Black, 64 GB, 5Y - SDDDC3-064G-I35)",SanDisk,/kaggle/working/images/1472.jpg,4,3120,"SanDisk Ultra Dual Drive Go usb3.0 Type C Pendrive for Mobile (Black, 64 GB, 5Y - SDDDC3-064G-I35) SanDisk"
1,1298,2.9,"Noise ColorFit Ultra Smart Watch with 1.75"" HD Display, Aluminium Alloy Body, 60 Sports Modes, Spo2, Lightweight, Stock Ma...",Noise,/kaggle/working/images/3460.jpg,1,3715,"Noise ColorFit Ultra Smart Watch with 1.75"" HD Display, Aluminium Alloy Body, 60 Sports Modes, Spo2, Lightweight, Stock Ma... Noise"
1,516,3.5,Sounce Silicone Adjustable Watch Band Strap For Xiaomi Mi Band 3/ Mi Band 4 (Not Compatible For Mi Band 1/2),Sounce,/kaggle/working/images/1884.jpg,5,2326,Sounce Silicone Adjustable Watch Band Strap For Xiaomi Mi Band 3/ Mi Band 4 (Not Compatible For Mi Band 1/2) Sounce
1,1213,4.5,Robustrion Smart Trifold Hard Back Flip Stand Case Cover for Apple iPad 10.2 Cover iPad 9th Generation Cover 2021 8th Gen ...,Robustrion,/kaggle/working/images/3212.jpg,5,2115,Robustrion Smart Trifold Hard Back Flip Stand Case Cover for Apple iPad 10.2 Cover iPad 9th Generation Cover 2021 8th Gen ... Robustrion
1,507,2.6,Onsitego 1 Year Extended Warranty for Small Household Appliances from Rs. 501-1000 (Email Delivery - No Physical Kit),Onsitego,/kaggle/working/images/1875.jpg,2,2114,Onsitego 1 Year Extended Warranty for Small Household Appliances from Rs. 501-1000 (Email Delivery - No Physical Kit) Onsitego
1,2075,2.0,Robustrion Anti-Scratch & Smudge Proof Tempered Glass Screen Protector Guard for Redmi Pad 10.61 inch,Robustrion,/kaggle/working/images/4827.jpg,5,2681,Robustrion Anti-Scratch & Smudge Proof Tempered Glass Screen Protector Guard for Redmi Pad 10.61 inch Robustrion
1,1984,4.2,Redmi 126 cm (50 inches) 4K Ultra HD Android Smart LED TV X50 | L50M6-RA (Black),Redmi,/kaggle/working/images/4650.jpg,5,1646,Redmi 126 cm (50 inches) 4K Ultra HD Android Smart LED TV X50 | L50M6-RA (Black) Redmi
1,1757,3.5,"Amazfit Band 7 Activity Fitness Tracker, Always-on AMOLED Display, Alexa Built-in, Up to 18-Day Battery Life, 24H Heart Ra...",Amazfit,/kaggle/working/images/4162.jpg,3,4765,"Amazfit Band 7 Activity Fitness Tracker, Always-on AMOLED Display, Alexa Built-in, Up to 18-Day Battery Life, 24H Heart Ra... Amazfit"
1,770,2.0,"Lapster 3 in 1 Screen Cleaning Kit with Brush and Micro Cloth for PC, laptops, LCD led mobiles and TV (80ML)",Lapster,/kaggle/working/images/2307.jpg,1,3473,"Lapster 3 in 1 Screen Cleaning Kit with Brush and Micro Cloth for PC, laptops, LCD led mobiles and TV (80ML) Lapster"
1,1336,3.2,"Ohuhu Double Tipped Alcohol Markers, Art Marker Set for Kids, Adults Coloring Illustration, Great Value Pack for Students'...",Ohuhu,/kaggle/working/images/3505.jpg,2,4551,"Ohuhu Double Tipped Alcohol Markers, Art Marker Set for Kids, Adults Coloring Illustration, Great Value Pack for Students'... Ohuhu"
1,634,4.3,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colors May Vary, Small) - Set of 2 Pieces",E-COSMOS,/kaggle/working/images/2102.jpg,3,4754,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colors May Vary, Small) - Set of 2 Pieces E-COSMOS"
1,572,1.3,"smashtronics - Adjustable Aluminum Laptop Stand - Foldable, Ventilated, Portable Stand for Desk & Tabletop, Compatible wit...",smashtronics,/kaggle/working/images/1988.jpg,3,1782,"smashtronics - Adjustable Aluminum Laptop Stand - Foldable, Ventilated, Portable Stand for Desk & Tabletop, Compatible wit... smashtronics"
1,183,3.4,CP PLUS 3MP Full HD Smart Wi-fi CCTV Home Security Camera | 360° View | 2 Way Talk | Cloud Monitor | Motion Detect | Night...,CP,/kaggle/working/images/1308.jpg,2,594,CP PLUS 3MP Full HD Smart Wi-fi CCTV Home Security Camera | 360° View | 2 Way Talk | Cloud Monitor | Motion Detect | Night... CP
1,758,1.3,Apple AirPods Pro (2nd Generation) ​​​​​​​,Apple,/kaggle/working/images/2297.jpg,3,4490,Apple AirPods Pro (2nd Generation) ​​​​​​​ Apple
1,1895,4.7,"Fevicryl Pidilite Acrylic Colour, Black Acrylic Paint, 500 ml, Art and Craft Paint, DIY Paint, Rich Pigment, Non-Craking P...",Fevicryl,/kaggle/working/images/4404.jpg,3,3510,"Fevicryl Pidilite Acrylic Colour, Black Acrylic Paint, 500 ml, Art and Craft Paint, DIY Paint, Rich Pigment, Non-Craking P... Fevicryl"
1,1281,2.4,Sounce Indoor Entertainment & Watching a Movie with This Cool Big Square Mobile Foldable Stand Holder (Pack of 2) (Black -...,Sounce,/kaggle/working/images/3437.jpg,4,4186,Sounce Indoor Entertainment & Watching a Movie with This Cool Big Square Mobile Foldable Stand Holder (Pack of 2) (Black -... Sounce
1,1875,3.1,Pidilite Fevicreate Make Your Own Bird House | DIY Art and Craft Set for Kids for 7 Years and Above | Kit Contains Fevicol...,Pidilite,/kaggle/working/images/4373.jpg,1,1836,Pidilite Fevicreate Make Your Own Bird House | DIY Art and Craft Set for Kids for 7 Years and Above | Kit Contains Fevicol... Pidilite
1,1505,2.0,Duracell CHHOTA Power Alkaline AA Batteries - 20 Pcs,Duracell,/kaggle/working/images/377.jpg,1,3013,Duracell CHHOTA Power Alkaline AA Batteries - 20 Pcs Duracell
1,1091,3.5,"Redmi Smart Band Pro SportsWatch- 3.73 cm (1.47) Large AMOLED Display, Always On Display, Continuous Sleep, HR, Stress and...",Redmi,/kaggle/working/images/2934.jpg,2,666,"Redmi Smart Band Pro SportsWatch- 3.73 cm (1.47) Large AMOLED Display, Always On Display, Continuous Sleep, HR, Stress and... Redmi"
1,2397,4.1,"Godox SB-UBW80, 80 cm Octa Softbox for Speedlite",Godox,/kaggle/working/images/998.jpg,1,1935,"Godox SB-UBW80, 80 cm Octa Softbox for Speedlite Godox"
1,1235,1.3,"Brand Conquer 6 in 1 with OTG, SD Card Reader, USB Type C, USB 3.0 and Micro USB, for Memory Card | Portable Card Reader |...",Brand,/kaggle/working/images/3315.jpg,2,3117,"Brand Conquer 6 in 1 with OTG, SD Card Reader, USB Type C, USB 3.0 and Micro USB, for Memory Card | Portable Card Reader |... Brand"
1,1991,2.6,"ZEBRONICS Zeb-Warrior II 10 watts 2.0 Multimedia Speaker with RGB Lights, USB Powered, AUX Input, Volume Control Pod for P...",ZEBRONICS,/kaggle/working/images/4683.jpg,2,79,"ZEBRONICS Zeb-Warrior II 10 watts 2.0 Multimedia Speaker with RGB Lights, USB Powered, AUX Input, Volume Control Pod for P... ZEBRONICS"
1,1571,2.0,7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Original Samsung TV Remote for L...,7SEVEN®,/kaggle/working/images/3906.jpg,2,3960,7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Original Samsung TV Remote for L... 7SEVEN®
1,325,3.7,Onsitego 1 year Extended Warranty for Small Appliances up to Rs 2500 (Email Delivery - No Physical Kit),Onsitego,/kaggle/working/images/1604.jpg,4,4251,Onsitego 1 year Extended Warranty for Small Appliances up to Rs 2500 (Email Delivery - No Physical Kit) Onsitego
1,2232,3.8,"CEUTA Waterproof Sport Armband, Unisex Running Jogging Gym Arm Band Case, Mobile for Fitness Exercise with Adjustable Elas...",CEUTA,/kaggle/working/images/696.jpg,4,1366,"CEUTA Waterproof Sport Armband, Unisex Running Jogging Gym Arm Band Case, Mobile for Fitness Exercise with Adjustable Elas... CEUTA"
2,936,2.2,"HOLD UP Selfie Stick, Extendable Selfie Stick with Wireless Remote and Tripod Stand, Portable, Lightweight, Compatible wit...",HOLD,/kaggle/working/images/2574.jpg,4,2854,"HOLD UP Selfie Stick, Extendable Selfie Stick with Wireless Remote and Tripod Stand, Portable, Lightweight, Compatible wit... HOLD"
2,1708,4.1,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dim...,Wesley,/kaggle/working/images/4084.jpg,3,4378,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dim... Wesley
2,2327,3.7,"Classmate Notebook - Unruled, 72 Pages, 240 mm x 180 mm - Pack Of 4",Classmate,/kaggle/working/images/871.jpg,3,3076,"Classmate Notebook - Unruled, 72 Pages, 240 mm x 180 mm - Pack Of 4 Classmate"
2,1635,3.6,OpenTech® Tempered Glass Screen Protector Compatible for iPhone 12/12 Pro with Edge to Edge Coverage and Easy Installation...,OpenTech®,/kaggle/working/images/401.jpg,4,3850,OpenTech® Tempered Glass Screen Protector Compatible for iPhone 12/12 Pro with Edge to Edge Coverage and Easy Installation... OpenTech®
2,1868,4.2,"Samsung 23 L Solo Microwave Oven (MS23J5133AG/TL, Healthy Cook, Black)",Samsung,/kaggle/working/images/4358.jpg,3,1138,"Samsung 23 L Solo Microwave Oven (MS23J5133AG/TL, Healthy Cook, Black) Samsung"
2,1960,2.7,"realme narzo 50 (Speed Blue, 6GB RAM+128GB Storage) Helio G96 Processor | 50MP AI Triple Camera | 120Hz Ultra Smooth Display",realme,/kaggle/working/images/455.jpg,5,4198,"realme narzo 50 (Speed Blue, 6GB RAM+128GB Storage) Helio G96 Processor | 50MP AI Triple Camera | 120Hz Ultra Smooth Display realme"
2,1096,4.5,Apple iPhone 13 (128GB) - Blue,Apple,/kaggle/working/images/2941.jpg,3,3060,Apple iPhone 13 (128GB) - Blue Apple
2,1707,1.1,"Post-it Super Sticky Notes, 2X Sticking Power, 3 in x 3 in, 5 Pads/Pack, 90 Sheets/Pad (neon Colour)",Post-it,/kaggle/working/images/4083.jpg,1,2370,"Post-it Super Sticky Notes, 2X Sticking Power, 3 in x 3 in, 5 Pads/Pack, 90 Sheets/Pad (neon Colour) Post-it"
2,1551,2.8,"USB C to HDMI Adapter, Aluminum Portable USB C Adapter, Supports 1080p 60Hz, 4K 30Hz, for MacBook Pro, MacBook Air, Pixelb...",USB,/kaggle/working/images/3886.jpg,3,34,"USB C to HDMI Adapter, Aluminum Portable USB C Adapter, Supports 1080p 60Hz, 4K 30Hz, for MacBook Pro, MacBook Air, Pixelb... USB"
2,2145,5.0,"JBL Wave Buds in-Ear Earbuds (TWS) with Mic, App for Customized Extra Bass EQ, 32 Hrs Battery and Quick Charge, IP54, Ambi...",JBL,/kaggle/working/images/5003.jpg,5,4329,"JBL Wave Buds in-Ear Earbuds (TWS) with Mic, App for Customized Extra Bass EQ, 32 Hrs Battery and Quick Charge, IP54, Ambi... JBL"
2,874,4.8,"SanDisk 1TB Extreme Portable SSD 1050MB/s R, 1000MB/s W,Upto 2 Meter Drop Protection with IP55 Water/dust Resistance, HW E...",SanDisk,/kaggle/working/images/2473.jpg,3,3400,"SanDisk 1TB Extreme Portable SSD 1050MB/s R, 1000MB/s W,Upto 2 Meter Drop Protection with IP55 Water/dust Resistance, HW E... SanDisk"
2,2304,1.6,"Casio DJ-120D 150 Steps Check and Correct Desktop Calculator with Bigger Screen/Keys (12 Digit), Black",Casio,/kaggle/working/images/844.jpg,4,1906,"Casio DJ-120D 150 Steps Check and Correct Desktop Calculator with Bigger Screen/Keys (12 Digit), Black Casio"
2,966,3.8,"Tygot 10"" Portable LED Ring Light with 3 Color Modes Dimmable Lighting | for YouTube | Photo-Shoot | Video Shoot | Live St...",Tygot,/kaggle/working/images/2671.jpg,2,3141,"Tygot 10"" Portable LED Ring Light with 3 Color Modes Dimmable Lighting | for YouTube | Photo-Shoot | Video Shoot | Live St... Tygot"
2,1923,4.7,"Duracell USB A to Micro Cables, 2A Braided Sync & Quick Charging Cable, 3.9 Feet (1.2M), Supports QC 2.0/3.0 Charging, Rap...",Duracell,/kaggle/working/images/4457.jpg,2,755,"Duracell USB A to Micro Cables, 2A Braided Sync & Quick Charging Cable, 3.9 Feet (1.2M), Supports QC 2.0/3.0 Charging, Rap... Duracell"
2,1191,3.0,"BenQ GW2480 24 inch (60 cm) 1920 x 1080 Pixels IPS Full HD Ultra-Slim Bezel Monitor- Eye Care, Anti-Glare, Brightness Inte...",BenQ,/kaggle/working/images/3178.jpg,5,4961,"BenQ GW2480 24 inch (60 cm) 1920 x 1080 Pixels IPS Full HD Ultra-Slim Bezel Monitor- Eye Care, Anti-Glare, Brightness Inte... BenQ"
2,1062,2.0,"Samsung Guru Music 2 315 (GT-B315, White) (SM-B315EZWDINS)",Samsung,/kaggle/working/images/287.jpg,5,4756,"Samsung Guru Music 2 315 (GT-B315, White) (SM-B315EZWDINS) Samsung"
2,1155,2.3,"TP-Link | AC1200 WiFi Range Extender | Up to 1200Mbps Speed | Dual Band Wireless Extender, Repeater, Signal Booster, Acces...",TP-Link,/kaggle/working/images/3103.jpg,1,3474,"TP-Link | AC1200 WiFi Range Extender | Up to 1200Mbps Speed | Dual Band Wireless Extender, Repeater, Signal Booster, Acces... TP-Link"
2,539,3.9,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),LG,/kaggle/working/images/191.jpg,2,3366,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray) LG
2,1067,2.9,"Samsung Dolby Digital Bluetooth Soundbar (HW-T42E/XL, Black, 2.1 Channel)",Samsung,/kaggle/working/images/2877.jpg,5,767,"Samsung Dolby Digital Bluetooth Soundbar (HW-T42E/XL, Black, 2.1 Channel) Samsung"
2,1963,1.6,HP Bluetooth Mouse 250/4.2 Bluetooth connectivity/Adjustable DPI Upto 3600/15-month Long Battery Life and Safe encryption ...,HP,/kaggle/working/images/4569.jpg,3,3294,HP Bluetooth Mouse 250/4.2 Bluetooth connectivity/Adjustable DPI Upto 3600/15-month Long Battery Life and Safe encryption ... HP
2,699,2.3,"Brand Conquer 3 in 1 SD Card Reader | USB Type C, USB 3.0 and Micro USB, OTG, Memory Card | Portable Card Reader | Compati...",Brand,/kaggle/working/images/2217.jpg,1,4962,"Brand Conquer 3 in 1 SD Card Reader | USB Type C, USB 3.0 and Micro USB, OTG, Memory Card | Portable Card Reader | Compati... Brand"
2,152,4.3,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)",OnePlus,/kaggle/working/images/1275.jpg,5,1945,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage) OnePlus"
2,1951,1.8,10WeRun 10 Watt Wireless Bluetooth Portable Outdoor Speaker Projection Clock (Black),10WeRun,/kaggle/working/images/4524.jpg,1,3682,10WeRun 10 Watt Wireless Bluetooth Portable Outdoor Speaker Projection Clock (Black) 10WeRun
2,2368,2.2,"Duracell Ultra Alkaline C Battery, 2 pcs",Duracell,/kaggle/working/images/962.jpg,3,3919,"Duracell Ultra Alkaline C Battery, 2 pcs Duracell"
2,1661,1.3,"Samsung Galaxy M53 5G (Emerald Brown, 6GB, 128GB Storage) | 108MP | sAmoled+ 120Hz | 12GB RAM with RAM Plus | Travel Adapt...",Samsung,/kaggle/working/images/4034.jpg,4,4557,"Samsung Galaxy M53 5G (Emerald Brown, 6GB, 128GB Storage) | 108MP | sAmoled+ 120Hz | 12GB RAM with RAM Plus | Travel Adapt... Samsung"
2,191,3.0,"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces...",Fire-Boltt,/kaggle/working/images/1318.jpg,4,3442,"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces... Fire-Boltt"
2,1872,1.5,"HP K500F Backlit Membrane Wired Gaming Keyboard with Mixed Color Lighting, Metal Panel with Logo Lighting, 26 Anti-Ghostin...",HP,/kaggle/working/images/4363.jpg,5,3985,"HP K500F Backlit Membrane Wired Gaming Keyboard with Mixed Color Lighting, Metal Panel with Logo Lighting, 26 Anti-Ghostin... HP"
2,126,1.9,"Tygot 10 Inches Big LED Ring Light for Camera, Phone tiktok YouTube Video Shooting and Makeup, 10"" inch Ring Light with 7 ...",Tygot,/kaggle/working/images/1178.jpg,5,3496,"Tygot 10 Inches Big LED Ring Light for Camera, Phone tiktok YouTube Video Shooting and Makeup, 10"" inch Ring Light with 7 ... Tygot"
2,698,2.7,"boAt Stone 135 Portable Wireless Speaker with 5W RMS Immersive Sound, IPX4 Water Resistance, True Wireless Feature, Up to ...",boAt,/kaggle/working/images/2216.jpg,3,836,"boAt Stone 135 Portable Wireless Speaker with 5W RMS Immersive Sound, IPX4 Water Resistance, True Wireless Feature, Up to ... boAt"
2,793,1.8,"Lapster USB 3.0 sata Cable for 2.5 inch SSD and HDD , USB 3.0 to SATA III Hard Driver Adapter , sata to USB Cable-(Blue)",Lapster,/kaggle/working/images/234.jpg,5,4119,"Lapster USB 3.0 sata Cable for 2.5 inch SSD and HDD , USB 3.0 to SATA III Hard Driver Adapter , sata to USB Cable-(Blue) Lapster"
2,1992,3.6,"Verilux® 7 in 1 USB C Hub,Type C to 4K HDMI Output,PD Charging Port,RJ45 Ethernet, SD/TF Card, USB 3.0,USB 2.0 USB C Hub f...",Verilux®,/kaggle/working/images/4684.jpg,1,1103,"Verilux® 7 in 1 USB C Hub,Type C to 4K HDMI Output,PD Charging Port,RJ45 Ethernet, SD/TF Card, USB 3.0,USB 2.0 USB C Hub f... Verilux®"
2,757,3.3,"truke Buds F1 Bluetooth 5.3 Truly Wireless in Ear Earbuds with mic, 48H Playtime, Instant Paring, Exceptional Sound with A...",truke,/kaggle/working/images/2296.jpg,5,1105,"truke Buds F1 Bluetooth 5.3 Truly Wireless in Ear Earbuds with mic, 48H Playtime, Instant Paring, Exceptional Sound with A... truke"
2,2338,4.9,"GIZGA 2.5"" Hard Drive Case Self Tattoo Hard Shell (Black)",GIZGA,/kaggle/working/images/886.jpg,5,3865,"GIZGA 2.5"" Hard Drive Case Self Tattoo Hard Shell (Black) GIZGA"
2,1327,4.8,ZEBRONICS LPC12A Printer Cartridge for HP LJ 1010/1012/1015/1018/1020/1022/1022N/1022NW/3015/3020/3030/3050/3052/3055/M100...,ZEBRONICS,/kaggle/working/images/3494.jpg,1,3448,ZEBRONICS LPC12A Printer Cartridge for HP LJ 1010/1012/1015/1018/1020/1022/1022N/1022NW/3015/3020/3030/3050/3052/3055/M100... ZEBRONICS
2,2202,3.8,"Noise Scout Kids Smartwatch with GPS Tracking, 4G Video & Voice Calling, Parental Control, Long Battery, Habit Formation, ...",Noise,/kaggle/working/images/639.jpg,4,1703,"Noise Scout Kids Smartwatch with GPS Tracking, 4G Video & Voice Calling, Parental Control, Long Battery, Habit Formation, ... Noise"
2,75,3.8,"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces, 3 years...",HP,/kaggle/working/images/11.jpg,4,3720,"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces, 3 years... HP"
3,1627,4.7,"Tukzer Fully Foldable Tabletop Desktop Tablet Mobile Stand Holder - Angle & Height Adjustable for Desk, Cradle, Dock, Comp...",Tukzer,/kaggle/working/images/4002.jpg,5,373,"Tukzer Fully Foldable Tabletop Desktop Tablet Mobile Stand Holder - Angle & Height Adjustable for Desk, Cradle, Dock, Comp... Tukzer"
3,376,1.8,SUPER TOY Multicolor LCD Graphic Writing Tablet 8.5Inch E-Note Pad Best Birthday Gift for Kids Boys Girls,SUPER,/kaggle/working/images/1680.jpg,2,3781,SUPER TOY Multicolor LCD Graphic Writing Tablet 8.5Inch E-Note Pad Best Birthday Gift for Kids Boys Girls SUPER
3,1304,2.2,"Hola ! TF-500 Basic Corded Landline Phone for intercom and EPABX Desk & Wall Mountable, Mute/Pause/Flash/Redial Function (...",Hola,/kaggle/working/images/3467.jpg,4,4387,"Hola ! TF-500 Basic Corded Landline Phone for intercom and EPABX Desk & Wall Mountable, Mute/Pause/Flash/Redial Function (... Hola"
3,1347,3.2,"WeCool Moonwalk M1 ENC True Wireless in Ear Earbuds with Mic, Titanium Drivers for Rich Bass Experience, 40+ Hours Play Ti...",WeCool,/kaggle/working/images/3521.jpg,1,2790,"WeCool Moonwalk M1 ENC True Wireless in Ear Earbuds with Mic, Titanium Drivers for Rich Bass Experience, 40+ Hours Play Ti... WeCool"
3,1914,1.6,Qatalitic Set of 5 Painting Knives of Various Sizes & Shapes,Qatalitic,/kaggle/working/images/4443.jpg,2,1614,Qatalitic Set of 5 Painting Knives of Various Sizes & Shapes Qatalitic
3,502,4.2,"JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone With Battery For Content Creation, Voiceover/Dubbing,...",JBL,/kaggle/working/images/185.jpg,4,511,"JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone With Battery For Content Creation, Voiceover/Dubbing,... JBL"
3,671,1.2,"USM I8 Pro Max Smart Watch Latest Fitness Smart Watch, Bluetooth Function 50 Sports Mode Smartwatch for Mens & Women, Hear...",USM,/kaggle/working/images/2164.jpg,4,838,"USM I8 Pro Max Smart Watch Latest Fitness Smart Watch, Bluetooth Function 50 Sports Mode Smartwatch for Mens & Women, Hear... USM"
3,1869,3.3,"AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk...",AirCase,/kaggle/working/images/436.jpg,3,3502,"AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk... AirCase"
3,2023,4.7,"XP-Pen Deco01 V2 Digital Graphics Drawing Pen Tablet (10"" x 6.25"", 8192 Levels of Pressure Sensitivity, Battery-Free Passi...",XP-Pen,/kaggle/working/images/4738.jpg,5,4654,"XP-Pen Deco01 V2 Digital Graphics Drawing Pen Tablet (10"" x 6.25"", 8192 Levels of Pressure Sensitivity, Battery-Free Passi... XP-Pen"
3,26,5.0,"OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage)",OnePlus,/kaggle/working/images/1048.jpg,4,4395,"OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage) OnePlus"
3,430,2.6,"Digitek DTR 550 LW (67 Inch) Tripod For DSLR, Camera |Operating Height: 5.57 Feet | Maximum Load Capacity up to 4.5kg | Po...",Digitek,/kaggle/working/images/1774.jpg,2,4343,"Digitek DTR 550 LW (67 Inch) Tripod For DSLR, Camera |Operating Height: 5.57 Feet | Maximum Load Capacity up to 4.5kg | Po... Digitek"
3,2396,2.2,Belkin Essential Series 8-Socket Surge Protector Universal Socket with 6.5ft Heavy Duty Cable (Grey),Belkin,/kaggle/working/images/997.jpg,2,963,Belkin Essential Series 8-Socket Surge Protector Universal Socket with 6.5ft Heavy Duty Cable (Grey) Belkin
3,1936,2.4,Parker Vector Mettalix Silver Trim Fountain Pen With Free Quink Blue Ink Bottle (Ink - Blue),Parker,/kaggle/working/images/4480.jpg,5,2985,Parker Vector Mettalix Silver Trim Fountain Pen With Free Quink Blue Ink Bottle (Ink - Blue) Parker
